WKT,Name,descriptio,timestamp,begin,end,altitudeMo,tessellate,extrude,visibility,drawOrder,icon,AREA,PERIMETER,DEPTO14_ID,PROV,DEPTO
"POLYGON ((-63.364764 -31.320151 0,-63.263213 -31.333529 0,-63.261427 -31.473026 0,-63.176852 -31.461161 0,-63.206737 -31.553095 0,-63.181261 -31.543468 0,-63.186795 -31.563674 0,-63.163775 -31.563705 0,-63.152691 -31.622962 0,-63.111357 -31.622787 0,-63.111665 -31.665275 0,-63.052725 -31.665689 0,-63.035539 -31.723428 0,-63.014717 -31.723432 0,-63.00971 -31.799976 0,-62.982919 -31.798874 0,-62.98247 -31.833589 0,-62.968616 -31.836101 0,-62.96393 -31.867453 0,-62.949582 -31.86744 0,-62.949415 -31.919725 0,-62.899865 -31.965953 0,-62.881762 -31.966106 0,-62.881045 -32.012825 0,-62.838592 -32.011336 0,-62.851179 -32.06053 0,-63.006235 -32.036614 0,-63.006308 -32.0215 0,-63.097012 -32.005467 0,-63.083484 -31.952208 0,-63.12563 -31.947396 0,-63.210841 -32.009996 0,-63.244447 -31.924843 0,-63.342522 -31.941777 0,-63.348104 -31.963838 0,-63.424388 -31.983983 0,-63.554991 -31.981376 0,-63.570012 -31.964225 0,-63.658898 -32.020755 0,-63.677613 -31.999059 0,-63.677878 -32.035054 0,-63.699694 -32.035457 0,-63.699783 -31.98838 0,-63.918954 -31.986993 0,-63.918089 -31.874603 0,-63.946874 -31.874439 0,-63.947788 -31.752862 0,-64.0126 -31.750039 0,-64.050344 -31.785506 0,-64.045888 -31.687066 0,-64.014614 -31.656003 0,-63.985282 -31.651136 0,-64.016609 -31.620398 0,-63.934107 -31.558247 0,-63.956749 -31.536472 0,-63.690876 -31.522256 0,-63.680767 -31.492909 0,-63.618982 -31.494092 0,-63.57222 -31.469999 0,-63.530627 -31.403284 0,-63.489523 -31.402365 0,-63.44962 -31.375354 0,-63.358429 -31.367609 0,-63.364764 -31.320151 0))",RIO SEGUNDO,AREA: 5173956996.02243<br>PERIMETER: 437607.04258<br>DEPTO14_ID: 14<br>PROV: 14<br>DEPTO: 119,,,,,-1,-1,-1,,,5173956996.02243,437607.04258,14,14,119
"POLYGON ((-64.400367 -31.356668 0,-64.351086 -31.371337 0,-64.310091 -31.363091 0,-64.309786 -31.524999 0,-64.057384 -31.524984 0,-64.056064 -31.42111 0,-63.975043 -31.452108 0,-63.952103 -31.439694 0,-63.956749 -31.536472 0,-63.934107 -31.558247 0,-64.016609 -31.620398 0,-63.985282 -31.651136 0,-64.014614 -31.656003 0,-64.045888 -31.687066 0,-64.050344 -31.785506 0,-64.0126 -31.750039 0,-63.947788 -31.752862 0,-63.946874 -31.874439 0,-63.918089 -31.874603 0,-63.919287 -32.009833 0,-63.974445 -31.998014 0,-63.973794 -31.951751 0,-64.084101 -31.950586 0,-64.084512 -32.004653 0,-64.241408 -32.004467 0,-64.223729 -31.929655 0,-64.254421 -31.931284 0,-64.254283 -31.912627 0,-64.274289 -31.912658 0,-64.274768 -31.944975 0,-64.288253 -31.949969 0,-64.287238 -31.842232 0,-64.335354 -31.841109 0,-64.333081 -31.807597 0,-64.37018 -31.817478 0,-64.378596 -31.845669 0,-64.405386 -31.837297 0,-64.426511 -31.857202 0,-64.432131 -31.84 0,-64.495529 -31.846471 0,-64.49427 -31.823193 0,-64.51535 -31.81613 0,-64.530495 -31.83315 0,-64.527435 -31.852062 0,-64.552719 -31.868763 0,-64.547318 -31.88088 0,-64.582164 -31.878414 0,-64.609143 -31.896601 0,-64.834533 -31.865261 0,-64.89494 -31.906931 0,-64.928154 -31.909057 0,-64.884703 -31.846709 0,-64.887326 -31.828063 0,-64.783517 -31.826652 0,-64.759967 -31.759867 0,-64.726859 -31.735373 0,-64.717103 -31.671191 0,-64.677756 -31.675796 0,-64.664012 -31.692375 0,-64.639495 -31.678307 0,-64.633124 -31.694429 0,-64.59981 -31.693904 0,-64.598098 -31.709847 0,-64.548032 -31.690979 0,-64.547248 -31.548203 0,-64.479766 -31.420777 0,-64.448186 -31.417996 0,-64.442838 -31.434469 0,-64.427721 -31.419425 0,-64.429572 -31.363417 0,-64.400367 -31.356668 0))",SANTA MARIA,AREA: 3242298010.03548<br>PERIMETER: 491699.89364<br>DEPTO14_ID: 15<br>PROV: 14<br>DEPTO: 147,,,,,-1,-1,-1,,,3242298010.03548,491699.89364,15,14,147
"POLYGON ((-64.945767 -31.402491 0,-64.802451 -31.41833 0,-64.783774 -31.504626 0,-64.751365 -31.516125 0,-64.772442 -31.560105 0,-64.711732 -31.692956 0,-64.726859 -31.735373 0,-64.759967 -31.759867 0,-64.783517 -31.826652 0,-64.887326 -31.828063 0,-64.884703 -31.846709 0,-64.928818 -31.909292 0,-64.995605 -31.859996 0,-65.018725 -31.878588 0,-65.044973 -31.872023 0,-65.1057 -31.915778 0,-65.251988 -31.9484 0,-65.352274 -31.920608 0,-65.352632 -31.904234 0,-65.605853 -31.895465 0,-65.606365 -31.908051 0,-65.769973 -31.888435 0,-65.769732 -31.743358 0,-65.502235 -31.759374 0,-65.48456 -31.691072 0,-65.47011 -31.691026 0,-65.469263 -31.619859 0,-65.399266 -31.62013 0,-65.399469 -31.649044 0,-65.273402 -31.649834 0,-65.26129 -31.67369 0,-65.236816 -31.675482 0,-65.250715 -31.567037 0,-65.166524 -31.559577 0,-65.166492 -31.490829 0,-65.182061 -31.490386 0,-65.171952 -31.45332 0,-65.1335 -31.450604 0,-65.066517 -31.413537 0,-64.945767 -31.402491 0))",SAN ALBERTO,AREA: 3395145555.31122<br>PERIMETER: 345648.80693<br>DEPTO14_ID: 16<br>PROV: 14<br>DEPTO: 126,,,,,-1,-1,-1,,,3395145555.31122,345648.80693,16,14,126
"POLYGON ((-64.341385 -31.808976 0,-64.328479 -31.808837 0,-64.335354 -31.841109 0,-64.287238 -31.842232 0,-64.288253 -31.949969 0,-64.274768 -31.944975 0,-64.274289 -31.912658 0,-64.254283 -31.912627 0,-64.254421 -31.931284 0,-64.223729 -31.929655 0,-64.277539 -32.141073 0,-64.263722 -32.158587 0,-64.293957 -32.188195 0,-64.293491 -32.312183 0,-64.260876 -32.318293 0,-64.255804 -32.388261 0,-64.321945 -32.37614 0,-64.324948 -32.398812 0,-64.426096 -32.379883 0,-64.448503 -32.466962 0,-64.45907 -32.481558 0,-64.487503 -32.476552 0,-64.526789 -32.6177 0,-64.550088 -32.63082 0,-64.594496 -32.616848 0,-64.663192 -32.632053 0,-64.928429 -32.563573 0,-64.946944 -32.516709 0,-64.937369 -32.471699 0,-64.94894 -32.445486 0,-64.930675 -32.361561 0,-64.958889 -32.293939 0,-64.951558 -32.237534 0,-64.962229 -32.226814 0,-64.928818 -31.909292 0,-64.89494 -31.906931 0,-64.834533 -31.865261 0,-64.609143 -31.896601 0,-64.582164 -31.878414 0,-64.547318 -31.88088 0,-64.552719 -31.868763 0,-64.527435 -31.852062 0,-64.51535 -31.81613 0,-64.49427 -31.823193 0,-64.495529 -31.846471 0,-64.432131 -31.84 0,-64.426511 -31.857202 0,-64.405386 -31.837297 0,-64.378596 -31.845669 0,-64.370554 -31.817823 0,-64.341385 -31.808976 0))",CALAMUCHITA,AREA: 4742710653.92114<br>PERIMETER: 377586.27834<br>DEPTO14_ID: 17<br>PROV: 14<br>DEPTO: 007,,,,,-1,-1,-1,,,4742710653.92114,377586.27834,17,14,007
"POLYGON ((-64.9929 -31.861208 0,-64.928818 -31.909292 0,-64.94272 -32.015849 0,-64.933564 -32.04772 0,-64.960307 -32.1962 0,-64.953829 -32.307301 0,-64.977327 -32.321451 0,-65.211155 -32.326502 0,-65.210074 -32.234919 0,-65.231982 -32.209248 0,-65.224398 -32.168038 0,-65.244586 -32.089485 0,-65.316217 -32.040075 0,-65.606365 -31.908051 0,-65.605853 -31.895465 0,-65.352632 -31.904234 0,-65.352274 -31.920608 0,-65.251988 -31.9484 0,-65.1057 -31.915778 0,-65.044973 -31.872023 0,-65.018725 -31.878588 0,-64.9929 -31.861208 0))",SAN JAVIER,AREA: 1549618093.94294<br>PERIMETER: 241396.94193<br>DEPTO14_ID: 18<br>PROV: 14<br>DEPTO: 133,,,,,-1,-1,-1,,,1549618093.94294,241396.94193,18,14,133
"POLYGON ((-63.311584 -31.933777 0,-63.244447 -31.924843 0,-63.210841 -32.009996 0,-63.12563 -31.947396 0,-63.083484 -31.952208 0,-63.097012 -32.005467 0,-63.115947 -32.000937 0,-63.18592 -32.095959 0,-63.201319 -32.048267 0,-63.358698 -32.087908 0,-63.407282 -32.084362 0,-63.447724 -32.103726 0,-63.371241 -32.191024 0,-63.459315 -32.24741 0,-63.516175 -32.22239 0,-63.525838 -32.258214 0,-63.542777 -32.261906 0,-63.572437 -32.37882 0,-63.498892 -32.392853 0,-63.581384 -32.70314 0,-63.560294 -32.707101 0,-63.576772 -32.769391 0,-63.55025 -32.822659 0,-63.721518 -32.79069 0,-63.699917 -32.709768 0,-63.907448 -32.700379 0,-63.977397 -32.737687 0,-63.973419 -32.723217 0,-64.044013 -32.750363 0,-63.977936 -32.475562 0,-63.944125 -32.458715 0,-63.920394 -32.374521 0,-63.988602 -32.360896 0,-63.986211 -32.327626 0,-64.089423 -32.308126 0,-64.245859 -32.308223 0,-64.245375 -32.349778 0,-64.260244 -32.34963 0,-64.260876 -32.318293 0,-64.293491 -32.312183 0,-64.293957 -32.188195 0,-64.263722 -32.158587 0,-64.277539 -32.141073 0,-64.241408 -32.004467 0,-64.084512 -32.004653 0,-64.084101 -31.950586 0,-63.973794 -31.951751 0,-63.974445 -31.998014 0,-63.919287 -32.009833 0,-63.918954 -31.986993 0,-63.699783 -31.98838 0,-63.699694 -32.035457 0,-63.677878 -32.035054 0,-63.677613 -31.999059 0,-63.658898 -32.020755 0,-63.570012 -31.964225 0,-63.554991 -31.981376 0,-63.424388 -31.983983 0,-63.348104 -31.963838 0,-63.342522 -31.941777 0,-63.311584 -31.933777 0))",TERCERO ARRIBA,AREA: 5142321414.58382<br>PERIMETER: 500249.83619<br>DEPTO14_ID: 19<br>PROV: 14<br>DEPTO: 161,,,,,-1,-1,-1,,,5142321414.58382,500249.83619,19,14,161
"POLYGON ((-62.424087 -31.984686 0,-62.31627 -32.004362 0,-62.324623 -32.038982 0,-62.282458 -32.046516 0,-62.306504 -32.142082 0,-62.339387 -32.136807 0,-62.375949 -32.287481 0,-62.294682 -32.301349 0,-62.29911 -32.319625 0,-62.245146 -32.328622 0,-62.254503 -32.380415 0,-62.263673 -32.418726 0,-62.345251 -32.406592 0,-62.354479 -32.444628 0,-62.390519 -32.438148 0,-62.456273 -32.684691 0,-62.486305 -32.679132 0,-62.490502 -32.697024 0,-62.462529 -32.694014 0,-62.480186 -32.779844 0,-62.451134 -32.848266 0,-62.515902 -32.83704 0,-62.542888 -32.946712 0,-62.507803 -32.952754 0,-62.530603 -33.043449 0,-62.625234 -33.107962 0,-62.520812 -33.127526 0,-62.574896 -33.211518 0,-62.688415 -33.285673 0,-62.603344 -33.301353 0,-62.649216 -33.369925 0,-62.75337 -33.783466 0,-62.776693 -33.779326 0,-62.805151 -33.895996 0,-63.22471 -33.815259 0,-63.08166 -33.272762 0,-63.218448 -33.247014 0,-63.204303 -33.194276 0,-63.215282 -33.192042 0,-63.131754 -32.919097 0,-63.109799 -32.923186 0,-63.090611 -32.850247 0,-63.05585 -32.85705 0,-63.054823 -32.819732 0,-63.103318 -32.811029 0,-63.0588 -32.632842 0,-63.118061 -32.616096 0,-63.101128 -32.547964 0,-63.081047 -32.525885 0,-63.146575 -32.506083 0,-63.163394 -32.472298 0,-63.126476 -32.422326 0,-63.097697 -32.438324 0,-63.092369 -32.417904 0,-63.065907 -32.426728 0,-63.057794 -32.394174 0,-63.068341 -32.393787 0,-63.053155 -32.376423 0,-63.020428 -32.382017 0,-63.017426 -32.370295 0,-62.927381 -32.391462 0,-62.861468 -32.160552 0,-62.878124 -32.157171 0,-62.837834 -32.008355 0,-62.63563 -32.04721 0,-62.619373 -31.98329 0,-62.528958 -31.998895 0,-62.520826 -31.967241 0,-62.424087 -31.984686 0))",UNION,AREA: 10900579151.60074<br>PERIMETER: 663218.27628<br>DEPTO14_ID: 20<br>PROV: 14<br>DEPTO: 182,,,,,-1,-1,-1,,,10900579151.60074,663218.27628,20,14,182
"POLYGON ((-63.006235 -32.036614 0,-62.851179 -32.06053 0,-62.878124 -32.157171 0,-62.861468 -32.160552 0,-62.927381 -32.391462 0,-63.017426 -32.370295 0,-63.020428 -32.382017 0,-63.053155 -32.376423 0,-63.068341 -32.393787 0,-63.057794 -32.394174 0,-63.065907 -32.426728 0,-63.092369 -32.417904 0,-63.097697 -32.438324 0,-63.126476 -32.422326 0,-63.163394 -32.472298 0,-63.146575 -32.506083 0,-63.081047 -32.525885 0,-63.101128 -32.547964 0,-63.118061 -32.616096 0,-63.0588 -32.632842 0,-63.103318 -32.811029 0,-63.054823 -32.819732 0,-63.05585 -32.85705 0,-63.090611 -32.850247 0,-63.109799 -32.923186 0,-63.131754 -32.919097 0,-63.180192 -33.102497 0,-63.30033 -33.081448 0,-63.316603 -33.143264 0,-63.339485 -33.145392 0,-63.481338 -33.118902 0,-63.458683 -33.033244 0,-63.393004 -33.045808 0,-63.345376 -32.861307 0,-63.40479 -32.850128 0,-63.420808 -32.909828 0,-63.524451 -32.872076 0,-63.513141 -32.829309 0,-63.55025 -32.822659 0,-63.576772 -32.769391 0,-63.560294 -32.707101 0,-63.581384 -32.70314 0,-63.498892 -32.392853 0,-63.572437 -32.37882 0,-63.542777 -32.261906 0,-63.525838 -32.258214 0,-63.516175 -32.22239 0,-63.459315 -32.24741 0,-63.371241 -32.191024 0,-63.447724 -32.103726 0,-63.408944 -32.084921 0,-63.358698 -32.087908 0,-63.201319 -32.048267 0,-63.18592 -32.095959 0,-63.115947 -32.000937 0,-63.006308 -32.0215 0,-63.006235 -32.036614 0))",GENERAL SAN MARTIN,AREA: 4990556460.52337<br>PERIMETER: 452892.96083<br>DEPTO14_ID: 21<br>PROV: 14<br>DEPTO: 042,,,,,-1,-1,-1,,,4990556460.52337,452892.96083,21,14,042
"POLYGON ((-62.181927 -32.063716 0,-62.196378 -32.114675 0,-62.178535 -32.159024 0,-62.037333 -32.263502 0,-62.011734 -32.346822 0,-61.914457 -32.494978 0,-61.913332 -32.526564 0,-61.930971 -32.544672 0,-61.905173 -32.552441 0,-61.902116 -32.568895 0,-61.926308 -32.583395 0,-61.891673 -32.590549 0,-61.890169 -32.614787 0,-61.946352 -32.651193 0,-61.94673 -32.6784 0,-61.907832 -32.696006 0,-61.858014 -32.694813 0,-61.828059 -32.754895 0,-61.785865 -32.795724 0,-61.777878 -32.830824 0,-61.793001 -32.873322 0,-61.771709 -32.901554 0,-61.790987 -32.958451 0,-61.787649 -33.006164 0,-61.933402 -33.134342 0,-62.543843 -33.943304 0,-62.805151 -33.895996 0,-62.776693 -33.779326 0,-62.75337 -33.783466 0,-62.645663 -33.358522 0,-62.603344 -33.301353 0,-62.688415 -33.285673 0,-62.574896 -33.211518 0,-62.520812 -33.127526 0,-62.625234 -33.107962 0,-62.530603 -33.043449 0,-62.507803 -32.952754 0,-62.542888 -32.946712 0,-62.515902 -32.83704 0,-62.451134 -32.848266 0,-62.480186 -32.779844 0,-62.462529 -32.694014 0,-62.490502 -32.697024 0,-62.486305 -32.679132 0,-62.456273 -32.684691 0,-62.390519 -32.438148 0,-62.354479 -32.444628 0,-62.345251 -32.406592 0,-62.263673 -32.418726 0,-62.245146 -32.328622 0,-62.29911 -32.319625 0,-62.294682 -32.301349 0,-62.375949 -32.287481 0,-62.339387 -32.136807 0,-62.306504 -32.142082 0,-62.282458 -32.046516 0,-62.181927 -32.063716 0))",MARCOS JUAREZ,AREA: 9187375887.43841<br>PERIMETER: 587658.85789<br>DEPTO14_ID: 22<br>PROV: 14<br>DEPTO: 063,,,,,-1,-1,-1,,,9187375887.43841,587658.85789,22,14,063
"POLYGON ((-64.130977 -32.307073 0,-63.986211 -32.327626 0,-63.988602 -32.360896 0,-63.920394 -32.374521 0,-63.944125 -32.458715 0,-63.977936 -32.475562 0,-64.044013 -32.750363 0,-63.973419 -32.723217 0,-64.023836 -32.908333 0,-64.034798 -32.90881 0,-64.048031 -33.001873 0,-64.063841 -33.000518 0,-64.075178 -33.046281 0,-63.976576 -33.054285 0,-63.992059 -33.111329 0,-64.04883 -33.109682 0,-64.047937 -33.192644 0,-64.022837 -33.179626 0,-63.995784 -33.196298 0,-63.944311 -33.191492 0,-63.926919 -33.206954 0,-63.890153 -33.199488 0,-63.88538 -33.643289 0,-64.039131 -33.647801 0,-64.031712 -34.174234 0,-64.160196 -34.208415 0,-64.208543 -34.2391 0,-64.277933 -34.231012 0,-64.294315 -34.213948 0,-64.317639 -34.226332 0,-64.398373 -34.206714 0,-64.410519 -34.222304 0,-64.425229 -34.205585 0,-64.466784 -34.210577 0,-64.513643 -34.183985 0,-64.547654 -34.19141 0,-64.578263 -34.170807 0,-64.634501 -34.165335 0,-64.653602 -34.154461 0,-64.643783 -34.146996 0,-64.65539 -34.133393 0,-64.688615 -34.115345 0,-64.706331 -34.127752 0,-64.759759 -34.08386 0,-64.787767 -34.09401 0,-64.814435 -34.060749 0,-64.851284 -34.05594 0,-64.85904 -34.067441 0,-64.912602 -34.042349 0,-64.997334 -34.037393 0,-65.023581 -34.00826 0,-65.060605 -34.006691 0,-65.062561 -33.980243 0,-65.076244 -33.988993 0,-65.111024 -33.955931 0,-65.14294 -33.197288 0,-65.08518 -33.143979 0,-65.040264 -33.133669 0,-65.054098 -33.098502 0,-65.012061 -33.028431 0,-65.02432 -32.989403 0,-64.990094 -32.934117 0,-64.975311 -32.815312 0,-64.942342 -32.768333 0,-64.945895 -32.717398 0,-64.910865 -32.687636 0,-64.938392 -32.618848 0,-64.900022 -32.577058 0,-64.663192 -32.632053 0,-64.594496 -32.616848 0,-64.575969 -32.631443 0,-64.538968 -32.626577 0,-64.487503 -32.476552 0,-64.45907 -32.481558 0,-64.445591 -32.461041 0,-64.426096 -32.379883 0,-64.324948 -32.398812 0,-64.321945 -32.37614 0,-64.255804 -32.388261 0,-64.263619 -32.344408 0,-64.245375 -32.349778 0,-64.245859 -32.308223 0,-64.130977 -32.307073 0))",RIO CUARTO,AREA: 18582187572.80871<br>PERIMETER: 746963.02506<br>DEPTO14_ID: 23<br>PROV: 14<br>DEPTO: 098,,,,,-1,-1,-1,,,18582187572.80871,746963.02506,23,14,098
"POLYGON ((-63.727011 -32.708714 0,-63.699917 -32.709768 0,-63.721518 -32.79069 0,-63.513141 -32.829309 0,-63.524451 -32.872076 0,-63.420808 -32.909828 0,-63.40479 -32.850128 0,-63.345376 -32.861307 0,-63.393004 -33.045808 0,-63.458683 -33.033244 0,-63.481338 -33.118902 0,-63.339485 -33.145392 0,-63.316603 -33.143264 0,-63.30033 -33.081448 0,-63.190967 -33.1006 0,-63.218448 -33.247014 0,-63.08166 -33.272762 0,-63.22851 -33.830576 0,-64.035989 -33.832822 0,-64.039131 -33.647801 0,-63.88538 -33.643289 0,-63.890153 -33.199488 0,-63.926919 -33.206954 0,-63.944311 -33.191492 0,-63.995784 -33.196298 0,-64.022837 -33.179626 0,-64.047937 -33.192644 0,-64.04883 -33.109682 0,-63.992059 -33.111329 0,-63.976576 -33.054285 0,-64.075178 -33.046281 0,-64.063841 -33.000518 0,-64.048031 -33.001873 0,-64.034798 -32.90881 0,-64.023836 -32.908333 0,-63.977397 -32.737687 0,-63.907448 -32.700379 0,-63.727011 -32.708714 0))",JUAREZ CELMAN,AREA: 7928585992.44735<br>PERIMETER: 507154.58177<br>DEPTO14_ID: 24<br>PROV: 14<br>DEPTO: 056,,,,,-1,-1,-1,,,7928585992.44735,507154.58177,24,14,056
"POLYGON ((-63.292893 -33.830736 0,-63.22851 -33.830576 0,-63.22471 -33.815259 0,-63.139726 -33.827932 0,-62.543843 -33.943304 0,-62.889523 -34.386052 0,-63.391408 -34.386771 0,-63.392248 -34.529242 0,-63.502404 -34.52105 0,-63.501539 -34.544843 0,-63.588882 -34.549509 0,-63.82982 -34.545433 0,-63.834941 -34.36424 0,-64.162196 -34.370459 0,-64.165508 -34.257347 0,-64.208543 -34.2391 0,-64.160196 -34.208415 0,-64.031712 -34.174234 0,-64.034826 -33.832831 0,-63.292893 -33.830736 0))",PTE ROQUE SAENZ PEÃ‘A,AREA: 8237785860.73468<br>PERIMETER: 432095.78427<br>DEPTO14_ID: 25<br>PROV: 14<br>DEPTO: 084,,,,,-1,-1,-1,,,8237785860.73468,432095.78427,25,14,084
"POLYGON ((-64.91967 -34.043335 0,-64.86945 -34.051834 0,-64.85904 -34.067441 0,-64.851284 -34.05594 0,-64.814435 -34.060749 0,-64.787767 -34.09401 0,-64.759759 -34.08386 0,-64.706331 -34.127752 0,-64.688615 -34.115345 0,-64.654805 -34.133782 0,-64.646073 -34.159601 0,-64.55656 -34.177579 0,-64.550422 -34.190839 0,-64.520832 -34.182079 0,-64.466784 -34.210577 0,-64.425229 -34.205585 0,-64.409051 -34.22244 0,-64.398373 -34.206714 0,-64.317639 -34.226332 0,-64.294315 -34.213948 0,-64.277933 -34.231012 0,-64.180082 -34.251048 0,-64.165508 -34.257347 0,-64.162196 -34.370459 0,-63.834941 -34.36424 0,-63.82982 -34.545433 0,-63.588882 -34.549509 0,-63.501539 -34.544843 0,-63.502404 -34.52105 0,-63.392248 -34.529242 0,-63.385741 -35.002054 0,-65.109034 -35.015592 0,-65.111024 -33.955931 0,-65.076244 -33.988993 0,-65.062561 -33.980243 0,-65.061434 -34.006216 0,-65.023581 -34.00826 0,-64.997334 -34.037393 0,-64.91967 -34.043335 0))",GENERAL ROCA,AREA: 12716712624.65955<br>PERIMETER: 576486.28219<br>DEPTO14_ID: 26<br>PROV: 14<br>DEPTO: 035,,,,,-1,-1,-1,,,12716712624.65955,576486.28219,26,14,035
